distance_km,architecture,protocol,alpha,photon_path_km,eta,link_success_probability,end_to_end_fidelity,expected_attempts_analytic,expected_attempts_simulated,expected_seconds_analytic,expected_seconds_simulated
220.0,direct,Single-click,0.1,110.0,0.006737946999085467,0.0013471354005194687,0.9,742.315879765605,749.86935,0.000742315879765605,0.00074986935
220.0,one-repeater,Single-click,0.1,55.0,0.0820849986238988,0.016349620254788907,0.8133333333333334,91.49318959474496,91.8003,9.149318959474496e-05,9.180029999999999e-05
220.0,direct,Single-click,0.2,110.0,0.006737946999085467,0.0026933628024436874,0.8,371.2830663186929,371.28425,0.00037128306631869286,0.00037128424999999997
220.0,one-repeater,Single-click,0.2,55.0,0.0820849986238988,0.032564481569596106,0.6533333333333334,45.80831808145984,45.4242,4.580831808145984e-05,4.54242e-05
230.0,direct,Barrett-Kok,,115.0,0.005368145754129627,1.4408494418789972e-05,1.0,69403.50399802426,69604.3113,0.06940350399802425,0.0696043113
230.0,one-repeater,Barrett-Kok,,57.5,0.07326763101212995,0.002684072877064813,1.0,558.6018520030927,562.15675,0.0005586018520030928,0.00056215675
230.0,direct,Single-click,0.05,115.0,0.005368145754129627,0.0005367425329408688,0.95,1863.0906600989765,1856.01135,0.0018630906600989765,0.00185601135
230.0,one-repeater,Single-click,0.05,57.5,0.07326763101212995,0.007313342736827671,0.9033333333333332,204.85365011158518,206.97855,0.00020485365011158518,0.00020697855000000002
230.0,direct,Single-click,0.1,115.0,0.005368145754129627,0.0010733409809375498,0.9,931.6703803916186,931.6268,0.0009316703803916186,0.0009316268
230.0,one-repeater,Single-click,0.1,57.5,0.07326763101212995,0.014599844744884695,0.8133333333333334,102.48898016344546,102.6992,0.00010248898016344546,0.0001026992
230.0,direct,Single-click,0.2,115.0,0.005368145754129627,0.002146105622098348,0.8,465.96029091161563,470.25195,0.0004659602909116156,0.00047025195000000003
230.0,one-repeater,Single-click,0.2,57.5,0.07326763101212995,0.029092326574686796,0.6533333333333334,51.30629746843424,51.3124,5.1306297468434237e-05,5.1312399999999993e-05
240.0,direct,Barrett-Kok,,120.0,0.00427682034920893,9.145596149703797e-06,1.0,109342.24337386552,109149.65885,0.10934224337386553,0.10914965885000001
240.0,one-repeater,Barrett-Kok,,60.0,0.06539740322986021,0.0021384101746044653,1.0,701.2054296468779,701.0797,0.0007012054296468779,0.0007010797
240.0,direct,Single-click,0.05,120.0,0.00427682034920893,0.0004276363069401445,0.95,2338.435684180502,2327.39505,0.002338435684180502,0.00232739505
240.0,one-repeater,Single-click,0.05,60.0,0.06539740322986021,0.006529048272112999,0.9033333333333332,229.49170070019306,229.9454,0.00022949170070019306,0.0002299454
240.0,direct,Single-click,0.1,120.0,0.00427682034920893,0.0008551811579187919,0.9,1169.3428821954471,1182.9752,0.0011693428821954472,0.0011829752
240.0,one-repeater,Single-click,0.1,60.0,0.06539740322986021,0.013036712442479953,0.8133333333333334,114.80804264277046,114.0156,0.00011480804264277046,0.0001140156
240.0,direct,Single-click,0.2,120.0,0.00427682034920893,0.0017099964919915956,0.8,584.7965213281356,582.797,0.0005847965213281356,0.000582797
240.0,one-repeater,Single-click,0.2,60.0,0.06539740322986021,0.02598788847797573,0.6533333333333334,57.4659036437518,57.96415,5.74659036437518e-05,5.796415e-05
250.0,direct,Barrett-Kok,,125.0,0.0034073576123257194,5.805042949137014e-06,1.0,172264.01402398953,171744.7901,0.17226401402398953,0.17174479010000002
250.0,one-repeater,Barrett-Kok,,62.5,0.05837257585823774,0.0017036788061628597,1.0,880.1974361302184,878.14585,0.0008801974361302184,0.00087814585
250.0,direct,Single-click,0.05,125.0,0.0034073576123257194,0.0003407067360178263,0.95,2935.0755188699245,2946.92975,0.0029350755188699246,0.0029469297499999996
250.0,one-repeater,Single-click,0.05,62.5,0.05837257585823774,0.00582873919179296,0.9033333333333332,257.09480330225085,259.00405,0.00025709480330225086,0.00025900405000000003
250.0,direct,Single-click,0.1,125.0,0.0034073576123257194,0.0006813554216061612,0.9,1467.6627913852903,1461.45595,0.0014676627913852904,0.00146145595
250.0,one-repeater,Single-click,0.1,62.5,0.05837257585823774,0.011640441595524291,0.8133333333333334,128.60962710681434,128.5402,0.00012860962710681435,0.0001285402
250.0,direct,Single-click,0.2,125.0,0.0034073576123257194,0.001362478641494357,0.8,733.9564596060068,744.3814,0.0007339564596060068,0.0007443813999999999
250.0,one-repeater,Single-click,0.2,62.5,0.05837257585823774,0.023212736038802067,0.6533333333333334,64.36676265519809,64.32715,6.436676265519808e-05,6.432715e-05
